geo.name,indicator.name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Argentina,Child mortality (under age five),arg,u5mr,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,403.44,403.44,403.44,404.69,405.96,407.24,408.51,409.79,405.96,402.19,399.7,395.95,392.21,393.46,395.95,397.2,399.69,400.9,392.11,383.46,374.86,366.3,357.85,350.61,337.403,324.693,312.463,300.693,289.366,278.466,267.977,257.882,248.168,238.82,229.61,205.35,195.97,194.09,194.09,201.61,220.33,212.85,199.73,179.05,171.55,171.55,179.05,188.45,184.69,197.85,173.43,162.22,149.27,149.27,140.16,125.89,143.79,160.37,143.79,140.16,154.8,131.19,131.19,122.37,124.13,113.71,115.43,117.16,103.53,110.29,95.24,91.99,93.6,91.99,88.79,85.73,81.22,84.24,76.57,93.6,82.73,77.863,73.282,68.971,64.913,61.094,57.5,57.5,58.7,58.6,58.4,73.2,72.4,71.4,70.2,68.6,66.5,63.8,60.2,56.1,51.6,47.3,43.5,40.1,37.2,34.7,32.7,31.1,30,29.4,29.1,29,28.8,28.3,27.6,26.6,25.4,24.3,23.2,22.1,21.1,20.2,19.4,18.7,18.1,17.6,17.1,16.6,16.1,15.8,15.4,15,14.5,13.9,13.3,12.7,12.1,11.6,11.1,10.944,10.62,10.306,10.007,9.722,9.446,9.178,8.917,8.667,8.43,8.207,7.998,7.805,7.625,7.458,7.302,7.153,7.011,6.873,6.74,6.609,6.481,6.356,6.234,6.114,5.998,5.885,5.776,5.67,5.567,5.466,5.367,5.27,5.175,5.083,4.994,4.907,4.823,4.743,4.664,4.588,4.513,4.44,4.368,4.297,4.226,4.157,4.088,4.022,3.958,3.897,3.838,3.782,3.729,3.677,3.626,3.576,3.525,3.476,3.426,3.377,3.33,3.285,3.24,3.195,3.15,3.105,3.06,3.015,2.971,2.928,2.886,2.847,2.809,2.772,2.735,2.699,2.663,2.627,2.592,2.554,2.518,2.481,2.481
Armenia,Child mortality (under age five),arm,u5mr,371.2,370.715,370.23,369.746,369.263,368.78,368.298,367.817,367.336,366.856,366.377,365.898,365.419,364.942,364.465,363.988,363.513,363.037,362.563,362.089,361.616,361.143,360.671,360.2,359.729,359.259,358.789,358.32,357.852,357.384,356.917,356.45,355.984,355.519,355.054,354.59,354.127,353.664,353.202,352.74,352.279,351.818,351.359,350.899,350.441,349.983,349.525,349.068,348.612,348.156,347.701,347.247,346.793,346.34,345.887,345.435,344.983,344.532,344.082,343.632,343.183,342.734,342.287,341.839,341.392,340.946,340.5,340.055,339.611,339.167,338.724,338.281,337.839,337.397,336.956,336.516,336.076,335.637,335.198,334.76,334.322,333.885,333.449,333.013,332.578,332.143,331.709,331.275,330.842,330.41,329.978,329.547,329.116,328.686,328.256,327.827,327.398,326.97,326.543,326.116,325.69,321.818,317.992,314.212,310.476,306.785,303.138,299.534,295.973,292.454,288.977,285.542,282.147,278.793,275.478,272.203,268.967,265.769,262.61,259.488,256.403,253.354,250.342,247.366,244.425,241.519,238.648,235.811,233.007,230.237,227.5,222.09,216.775,211.556,206.433,201.405,196.472,191.634,186.89,182.24,177.684,173.219,168.847,164.565,160.373,156.271,152.256,148.328,144.487,140.73,137.056,135.929,133.686,131.466,129.271,127.099,124.95,122.824,120.719,118.633,116.561,114.505,112.46,110.429,108.417,106.425,104.455,102.517,100.62,98.778,97.012,95.345,93.785,92.323,90.952,89.628,88.3,84.7,81.3,78,75,72,69.1,66.5,63.9,61.4,59,56.6,81.6,52,49.7,47.4,45.1,42.9,40.7,38.7,36.8,35,33.3,31.6,30.1,28.6,27.2,25.9,24.6,23.4,22.2,21.1,20,19,18.1,17.2,16.3,15.5,14.7,14,13.4,13.231,12.92,12.609,12.281,11.932,11.578,11.236,10.904,10.583,10.274,9.98,9.701,9.438,9.192,8.961,8.745,8.541,8.349,8.169,8,7.841,7.692,7.552,7.417,7.288,7.163,7.041,6.921,6.802,6.686,6.573,6.464,6.358,6.255,6.156,6.059,5.965,5.871,5.78,5.691,5.604,5.519,5.438,5.357,5.277,5.197,5.117,5.039,4.962,4.888,4.816,4.749,4.686,4.625,4.568,4.512,4.458,4.403,4.348,4.293,4.24,4.187,4.136,4.086,4.037,3.989,3.94,3.892,3.843,3.795,3.748,3.701,3.656,3.61,3.566,3.523,3.48,3.438,3.397,3.356,3.316,3.278,3.238,3.238
Aruba,Child mortality (under age five),abw,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.309,105.483,98.12,91.334,85.126,79.494,74.432,69.927,65.954,62.477,59.443,56.791,54.445,52.322,50.347,48.45,46.585,44.751,42.951,41.173,39.426,37.737,36.14,34.658,33.29,32.018,30.808,29.635,28.489,27.375,26.327,25.389,24.599,23.975,23.515,23.198,22.991,22.844,22.716,22.585,22.439,22.282,22.132,22,21.882,21.779,21.687,21.601,21.511,21.407,21.272,21.093,20.863,20.582,20.254,19.886,19.492,19.09,18.696,18.32,17.969,17.645,17.342,17.056,16.782,16.52,16.265,16.013,15.762,15.51,15.256,15,14.743,14.489,14.239,13.994,13.758,13.53,13.311,13.101,12.899,12.703,12.512,12.323,12.135,11.948,11.762,11.576,11.392,11.21,11.032,10.859,10.69,10.528,10.371,10.219,10.072,9.927,9.785,9.646,9.509,9.376,9.247,9.124,9.006,8.893,8.783,8.677,8.572,8.469,8.368,8.267,8.167,8.069,7.972,7.877,7.783,7.69,7.598,7.508,7.42,7.332,7.246,7.161,7.076,6.993,6.911,6.829,6.748,6.667,6.587,6.508,6.429,6.352,6.275,6.2,6.126,6.053,5.982,5.912,5.842,5.774,5.706,5.638,5.571,5.504,5.438,5.371,5.305,5.239,5.239
Australia,Child mortality (under age five),aus,u5mr,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,359.677,330.871,304.372,279.996,257.572,236.943,217.967,200.511,184.452,169.68,156.65,182.81,175.3,195.97,222.2,184.69,199.73,207.23,177.18,180.93,179.05,214.72,188.45,195.97,201.61,197.85,179.05,179.05,209.1,162.22,177.18,160.37,179.05,156.65,151.1,175.3,158.51,201.61,179.05,149.27,156.65,162.22,169.68,117.16,117.16,118.9,115.43,110.29,100.18,105.2,93.6,100.18,100.18,98.52,93.6,96.88,75.01,79.68,95.24,95.24,89.08,70.99,79.48,76.05,69.76,70.23,72.27,71.57,68.14,63.78,54.35,53.64,53.3,58.03,53.59,55.81,50.67,50.45,50.47,50.17,52.49,51.49,50.27,41.42,37.93,38.52,35.78,33.93,31.51,31.6,31,30.3,29.5,28.7,28,27.3,26.6,26,25.4,24.9,24.3,23.7,23.2,22.7,22.4,22.1,22,21.9,21.7,21.4,21,20.3,19.4,18.4,17.3,16.2,15.2,14.4,13.6,13,12.6,12.2,11.9,11.6,11.3,11,10.6,10.2,9.7,9.2,8.7,8.2,7.7,7.3,7,6.8,6.6,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.4,5.2,5,4.8,4.6,4.3,4.2,4,3.8,3.7,3.52,3.398,3.291,3.2,3.12,3.051,2.986,2.924,2.865,2.806,2.749,2.693,2.639,2.586,2.534,2.484,2.435,2.387,2.341,2.295,2.25,2.206,2.162,2.119,2.076,2.035,1.995,1.955,1.916,1.878,1.842,1.805,1.768,1.733,1.698,1.663,1.629,1.595,1.562,1.529,1.497,1.466,1.436,1.406,1.376,1.348,1.32,1.291,1.264,1.236,1.208,1.182,1.155,1.129,1.103,1.077,1.053,1.029,1.004,0.982,0.958,0.935,0.912,0.889,0.866,0.844,0.823,0.802,0.781,0.762,0.743,0.724,0.706,0.687,0.669,0.652,0.633,0.616,0.598,0.58,0.562,0.544,0.525,0.525
Austria,Child mortality (under age five),aut,u5mr,387.32,373.006,359.221,345.945,333.16,320.848,308.99,325.26,315.5,299.15,302.43,307.34,295.89,302.43,326.89,305.71,289.32,292.6,294.24,307.34,299.15,300.8,321.99,297.52,312.26,320.37,317.13,294.24,305.71,284.37,385.13,436.85,394.8,422.24,440.1,402.88,383.5,410.94,389.96,414.12,396.42,407.72,398.04,420.61,373.78,401.27,407.72,403.367,399.061,394.8,407.72,393.18,393.18,368.92,443.35,451.47,391.57,388.35,406.11,412.55,385.13,428.73,406.11,420.61,406.11,438.48,451.47,410.94,402.88,393.18,410.94,414.12,438.48,470.96,422.24,394.8,401.27,418.99,409.33,389.96,406.11,406.11,415.74,410.94,401.27,414.12,406.11,396.42,404.5,383.5,420.61,394.8,420.61,377.02,407.72,391.57,373.78,370.54,364.1,356.05,375.39,339.88,351.19,349.57,341.52,375.39,328.51,339.88,323.63,339.88,307.34,336.63,294.24,308.99,279.42,354.43,312.26,302.43,313.89,253.24,253.24,253.24,253.24,227.77,201.61,184.69,192.21,195.97,186.57,173.43,156.65,153.574,157.829,135.072,130.5,141.591,130.07,127.298,106.505,94.589,95.33,88.439,93.69,100.467,113.495,232.228,100.801,90.429,78.96,73.797,63.388,62.185,59.77,57.342,54.9,53.3,51.7,49.9,47.9,45.5,42.8,40.2,37.9,35.9,34.2,32.7,31.5,30.5,29.8,29.3,29,28.7,28,26.8,25.1,23.1,21.1,19.4,18.1,17.1,16.2,15.5,14.8,14,13.3,12.6,11.9,11.2,10.5,10,9.5,9.1,8.5,7.9,7.4,6.8,6.4,6,5.8,5.6,5.5,5.4,5.3,5.2,5.1,4.9,4.8,4.6,4.6,4.5,4.3,4.2,4.1,3.9,3.7,3.6,3.5,3.093,2.891,2.731,2.616,2.536,2.476,2.421,2.367,2.311,2.251,2.193,2.14,2.091,2.045,2.002,1.962,1.923,1.886,1.85,1.815,1.781,1.748,1.717,1.686,1.657,1.627,1.6,1.572,1.546,1.521,1.497,1.472,1.449,1.426,1.404,1.383,1.362,1.341,1.321,1.302,1.282,1.264,1.244,1.225,1.208,1.189,1.172,1.155,1.137,1.121,1.104,1.089,1.074,1.06,1.044,1.03,1.016,1.001,0.986,0.971,0.957,0.943,0.93,0.916,0.902,0.889,0.876,0.863,0.85,0.837,0.824,0.811,0.799,0.787,0.774,0.762,0.75,0.739,0.727,0.715,0.704,0.692,0.681,0.681
Azerbaijan,Child mortality (under age five),aze,u5mr,384,383.215,382.431,381.649,380.869,380.09,379.313,378.537,377.763,376.991,376.22,375.45,374.683,373.916,373.152,372.389,371.627,370.867,370.109,369.352,368.597,367.843,367.091,366.34,365.591,364.844,364.098,363.353,362.61,361.869,361.129,360.39,359.653,358.918,358.184,357.451,356.72,355.991,355.263,354.537,353.812,353.088,352.366,351.646,350.926,350.209,349.493,348.778,348.065,347.353,346.643,345.934,345.227,344.521,343.816,343.113,342.412,341.711,341.013,340.315,339.619,338.925,338.232,337.54,336.85,336.161,335.474,334.788,334.103,333.42,332.738,332.058,331.379,330.701,330.025,329.35,328.677,328.005,327.334,326.664,325.996,325.33,324.665,324.001,323.338,322.677,322.017,321.359,320.702,320.046,319.391,318.738,318.086,317.436,316.787,316.139,315.493,314.848,314.204,313.561,312.92,309.881,306.871,303.89,300.939,298.016,295.121,292.255,289.416,286.605,283.821,281.065,278.335,275.631,272.954,270.303,267.678,265.078,262.503,259.953,257.429,254.928,252.452,250,247.572,245.167,242.786,240.428,238.093,235.78,233.49,230.462,227.473,224.523,221.612,218.738,215.901,213.101,210.338,207.61,204.918,202.26,199.637,197.048,194.493,191.971,189.481,187.024,184.599,182.205,179.842,174.271,168.873,163.642,158.572,153.66,148.9,144.288,139.818,135.487,131.29,127.223,123.282,119.463,115.763,112.177,108.702,105.335,102.072,98.91,95.846,92.877,90,91.622,93.273,94.954,96.665,98.407,100.181,101.986,103.824,105.695,107.3,104.9,102.7,100.7,98.8,97.1,95.6,94.7,94.5,94.9,95.3,95.6,95.4,94.1,91.9,88.6,84.4,79.6,74.3,69.1,64,59.5,55.5,51.9,48.8,46,43.5,41.2,39.2,37.4,35.9,34.5,33.2,32,30.9,30.852,30.345,29.808,29.215,28.57,27.912,27.271,26.65,26.049,25.465,24.894,24.333,23.782,23.24,22.708,22.187,21.678,21.182,20.701,20.231,19.774,19.328,18.894,18.471,18.058,17.657,17.266,16.885,16.513,16.148,15.79,15.441,15.1,14.772,14.459,14.165,13.889,13.632,13.393,13.167,12.952,12.742,12.536,12.333,12.132,11.934,11.741,11.55,11.362,11.178,10.995,10.814,10.636,10.46,10.286,10.116,9.95,9.788,9.63,9.477,9.327,9.18,9.037,8.895,8.755,8.618,8.481,8.346,8.213,8.081,7.952,7.826,7.702,7.583,7.465,7.35,7.238,7.129,7.022,6.918,6.818,6.718,6.622,6.622
Bahamas,Child mortality (under age five),bhs,u5mr,471.04,466.972,462.94,458.942,454.979,451.05,447.155,443.293,439.465,435.67,431.908,428.178,424.481,420.815,417.181,413.578,410.007,406.466,402.956,399.476,396.027,392.607,389.216,385.855,382.523,379.22,375.945,372.699,369.48,366.289,363.126,359.99,356.882,353.8,350.745,347.716,344.713,341.736,338.785,335.86,332.959,330.084,327.233,324.408,321.606,318.829,316.076,313.346,310.64,307.958,305.298,302.662,300.048,297.457,294.888,292.342,289.817,287.315,284.833,282.374,279.935,277.518,275.121,272.746,270.39,268.055,265.74,263.446,261.171,258.915,256.679,254.463,252.265,250.087,247.927,245.786,243.664,241.56,239.474,237.406,235.355,233.323,231.308,229.311,227.33,225.367,223.421,221.492,219.579,217.683,215.803,213.939,212.092,210.26,208.445,206.645,204.86,203.091,201.337,199.599,197.875,196.166,194.472,192.793,191.128,189.477,187.841,186.219,184.611,183.017,181.436,179.869,178.316,176.776,175.25,173.736,172.236,170.749,169.274,167.812,166.363,164.927,163.502,162.09,160.691,159.303,157.927,156.564,155.212,153.871,152.542,146.944,141.43,136.001,130.655,125.391,120.208,115.106,110.082,105.137,100.269,95.477,90.761,86.119,81.55,77.054,72.629,68.275,63.991,59.776,55.628,54.661,52.754,50.901,49.102,47.358,45.667,44.031,42.448,40.919,39.444,38.021,36.65,35.329,34.055,32.827,31.643,30.501,29.4,30,30.6,31.2,31.7,32.1,32.2,32.2,31.9,31.5,31,30.5,29.9,29.4,28.9,28.6,28.2,27.9,27.3,26.6,25.6,24.5,23.5,22.5,21.5,20.5,19.6,18.7,17.8,17.1,16.5,16.2,16.1,16.1,16.2,16.3,16.3,16.2,16,15.6,15.1,14.5,13.8,13.2,12.6,12,11.5,11,10.6,10.489,10.25,10.022,9.81,9.615,9.435,9.268,9.115,8.973,8.839,8.71,8.584,8.46,8.337,8.215,8.096,7.98,7.868,7.758,7.652,7.547,7.445,7.343,7.244,7.145,7.048,6.952,6.858,6.766,6.676,6.587,6.501,6.415,6.333,6.251,6.171,6.093,6.016,5.94,5.865,5.79,5.717,5.644,5.574,5.504,5.438,5.373,5.311,5.251,5.194,5.138,5.083,5.029,4.975,4.922,4.869,4.817,4.764,4.712,4.66,4.608,4.556,4.505,4.455,4.406,4.358,4.31,4.264,4.219,4.174,4.131,4.087,4.045,4.001,3.959,3.917,3.876,3.834,3.794,3.754,3.715,3.676,3.637,3.637
Bahrain,Child mortality (under age five),bhr,u5mr,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.78,439.75,439.68,439.56,439.39,439.15,438.84,438.46,438.01,437.5,436.91,436.26,435.54,434.75,433.89,432.97,432.01,431.01,429.99,428.96,427.92,426.89,425.86,424.83,423.79,422.76,421.73,420.7,419.67,418.63,417.6,416.57,415.54,414.51,413.47,412.44,411.41,411.06,410.707,410.341,409.981,409.617,400.565,391.724,381.817,373.237,364.779,356.494,347.192,339.134,331.213,323.407,314.66,315.177,315.693,316.209,316.725,315.21,311.354,305.849,298.695,289.9,279.5,256.8,236.2,216.9,199.1,182.3,166.6,152.1,138.7,126.1,114.5,103.9,94,85,76.8,69.4,62.8,57,51.9,47.5,43.7,40.3,37.4,34.8,32.4,30.4,28.7,27.2,26,24.9,24.2,23.6,23.4,23.2,23,22.6,22,21,19.6,18.1,16.6,15.2,14.1,13.2,12.5,12,11.6,11.3,11,10.6,10.2,9.8,9.4,9,8.6,8.3,8.1,7.9,7.8,7.7,7.6,7.288,7.1,6.921,6.75,6.584,6.424,6.27,6.121,5.977,5.838,5.706,5.581,5.463,5.35,5.242,5.138,5.037,4.938,4.839,4.742,4.646,4.553,4.461,4.373,4.287,4.203,4.123,4.046,3.971,3.899,3.831,3.764,3.698,3.636,3.576,3.52,3.467,3.417,3.371,3.326,3.285,3.243,3.204,3.165,3.127,3.091,3.056,3.022,2.988,2.956,2.924,2.893,2.861,2.831,2.803,2.775,2.748,2.723,2.698,2.676,2.653,2.631,2.61,2.589,2.568,2.547,2.528,2.508,2.488,2.468,2.449,2.43,2.411,2.392,2.373,2.355,2.337,2.319,2.302,2.286,2.27,2.254,2.239,2.239
Bangladesh,Child mortality (under age five),bgd,u5mr,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,510.9,515.42,518.51,521.6,524.7,529.34,532.48,535.66,540.44,543.62,545.21,546.81,550.09,551.72,553.36,555,556.64,559.91,561.5,563.05,562.91,564.37,564.07,565.35,564.87,565.97,565.31,566.23,565.38,566.12,561.75,558.97,554.46,550.01,545.53,542.63,538.13,533.65,530.77,526.4,522.05,519.25,514.92,510.61,506.36,503.64,499.46,495.29,492.6,488.46,477.26,464.89,454.14,442.3,431.858,420.346,410.3,399.245,389.634,379.014,369.749,359.534,350.652,340.821,332.242,334.127,336.023,337.93,339.848,341.777,343.716,345.666,347.628,349.6,339.2,329.3,319.7,310.2,301.2,292.6,284.3,276.6,269.2,262.3,255.8,249.6,244,239,234.8,231.2,228.3,226.2,224.6,265,245,245,220.6,265,217,214.3,211.1,207.3,203.1,198.6,194,189.2,184.3,179,173.5,167.8,161.8,155.8,149.8,143.8,137.8,131.7,125.7,119.7,113.9,108.3,102.7,97.3,92.2,87.4,82.8,78.4,74.3,70.3,66.5,62.8,59.3,55.8,52.6,49.4,46.5,43.7,41.1,38.6,36.3,34.2,33.304,31.976,30.722,29.517,28.355,27.243,26.187,25.182,24.23,23.332,22.496,21.719,20.998,20.327,19.695,19.098,18.526,17.974,17.442,16.931,16.444,15.982,15.545,15.129,14.731,14.348,13.976,13.614,13.259,12.911,12.572,12.243,11.922,11.612,11.311,11.02,10.739,10.466,10.203,9.946,9.695,9.451,9.213,8.98,8.753,8.532,8.319,8.113,7.915,7.724,7.54,7.363,7.192,7.027,6.869,6.717,6.571,6.429,6.293,6.161,6.033,5.91,5.789,5.674,5.563,5.456,5.354,5.255,5.162,5.071,4.983,4.899,4.815,4.734,4.653,4.573,4.494,4.415,4.337,4.259,4.181,4.105,4.028,4.028
Barbados,Child mortality (under age five),brb,u5mr,469.76,471.416,473.077,474.744,476.417,478.097,479.782,481.472,483.169,484.872,486.581,488.296,490.017,491.744,493.477,495.216,496.961,498.713,500.471,502.234,504.004,505.781,507.563,509.352,511.147,512.949,514.757,516.571,518.391,520.218,522.052,523.892,525.738,527.591,529.45,531.316,533.189,535.068,536.954,538.846,540.745,542.651,544.564,546.483,548.409,550.342,552.281,554.228,556.181,558.141,560.108,562.082,564.063,566.051,568.046,570.048,572.057,574.073,576.097,578.127,580.164,582.209,584.261,586.32,588.387,590.46,592.541,594.63,596.725,598.828,600.939,603.057,605.182,607.315,609.455,611.603,613.759,615.922,618.093,620.271,622.457,624.651,626.852,629.062,631.279,633.504,635.736,637.977,640.225,642.482,644.746,647.018,649.299,651.587,653.883,656.188,658.501,660.821,663.15,665.487,667.833,670.187,672.549,674.919,677.298,679.685,682.08,490.44,518.05,409.33,435.23,427.11,675.58,394.8,654.47,313.89,393.18,469.33,333.4,571.64,438.48,651.22,304.08,597.63,483.95,506.68,509.93,326.89,537.54,388.35,375.39,483.76,321.738,381.431,415.088,356.969,321.233,351.842,358.133,314.387,291.453,362.53,283.032,265.47,276.235,239.235,258.538,268.25,247.938,201.964,194.433,190.544,182.942,175.694,168.8,145.5,126.4,111.3,99.5,90.6,83.7,78,73.1,68.7,64.8,61.3,58.2,55.5,53,50.5,48.1,45.7,43.4,41.1,38.8,36.7,34.6,32.5,30.6,28.9,27.2,25.9,24.7,23.7,22.8,22,21.2,20.4,19.6,18.7,17.8,17,16.2,15.6,15.1,14.7,14.5,14.4,14.4,14.6,14.8,15,15.2,15.4,15.5,15.4,15.2,15,14.7,14.5,14.2,13.9,13.6,13.3,13,12.6,12.3,11.848,11.494,11.156,10.835,10.533,10.25,9.985,9.739,9.51,9.298,9.103,8.921,8.748,8.586,8.431,8.28,8.135,7.993,7.851,7.71,7.568,7.429,7.291,7.155,7.022,6.892,6.767,6.646,6.532,6.424,6.322,6.228,6.139,6.054,5.974,5.897,5.822,5.749,5.677,5.605,5.534,5.465,5.397,5.33,5.263,5.197,5.132,5.07,5.009,4.951,4.895,4.843,4.792,4.745,4.699,4.653,4.609,4.565,4.521,4.477,4.435,4.394,4.354,4.316,4.277,4.24,4.202,4.164,4.127,4.09,4.054,4.019,3.984,3.951,3.917,3.885,3.852,3.819,3.786,3.752,3.719,3.685,3.652,3.652
Belarus,Child mortality (under age five),blr,u5mr,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.66,365.63,365.57,365.48,365.33,365.13,364.88,357.54,350.25,344.11,336.9,329.7,322.57,316.55,309.48,302.48,295.52,289.7,282.88,276.18,269.56,264,257.56,251.18,244.92,238.73,233.55,227.53,221.58,215.73,210.81,205.13,199.51,193.97,189.32,183.89,178.58,177.381,176.866,175.356,173.704,171.895,169.922,168.698,166.454,164.107,161.617,159.881,157.158,154.305,151.379,149.198,146.078,142.849,139.513,137.014,133.727,126.777,113.435,101.208,90.094,80.091,71.189,63.361,56.564,50.728,45.762,41.556,37.986,34.922,32.256,29.922,27.903,26.221,24.879,23.827,23.04,22.508,22.207,22.091,22.091,22.128,22.129,22.052,21.867,21.552,21.1,20.2,19.4,18.7,18.1,17.6,17,16.4,15.9,15.4,15.2,15.2,15.3,15.5,15.7,15.7,15.5,15.1,14.5,13.7,12.8,11.8,10.9,10,9.3,8.5,7.8,7.2,6.6,6,5.5,5.1,4.8,4.5,4.2,4,3.9,3.793,3.717,3.635,3.536,3.422,3.301,3.187,3.076,2.973,2.877,2.788,2.708,2.636,2.569,2.507,2.449,2.394,2.339,2.285,2.232,2.181,2.13,2.081,2.033,1.987,1.942,1.898,1.854,1.812,1.772,1.731,1.692,1.653,1.615,1.578,1.542,1.507,1.473,1.439,1.406,1.375,1.344,1.314,1.285,1.257,1.228,1.201,1.174,1.148,1.123,1.099,1.076,1.053,1.032,1.012,0.992,0.973,0.953,0.934,0.915,0.896,0.878,0.859,0.842,0.824,0.807,0.79,0.775,0.758,0.743,0.728,0.713,0.699,0.684,0.67,0.655,0.641,0.628,0.614,0.601,0.588,0.575,0.563,0.563
